articleid,date,show,title
8905,12-Jul-15,Weekend Edition Saturday,5 Things You Should Know About Scott Walker
8906,12-Jul-15,Weekend Edition Saturday,Power of the Pocketbook: Women Gaining Influence As Campaign Donors 
8907,12-Jul-15,Weekend Edition Saturday,"White House Hosts Tribal Youth, The 'Heart Of The American Story'"
8908,13-Jul-15,Morning Edition,N.C. Trial Outcome Could Sway National Voting Rights Measures
8909,13-Jul-15,Morning Edition,Even Retired Comedians Can't Resist A Few Good Trump Jokes
8910,13-Jul-15,Morning Edition,Scott Walker Sidles Into A Crowded GOP Presidential Field
8911,13-Jul-15,Morning Edition,Scott Walker Is Betting It All On Iowa 
8912,13-Jul-15,Morning Edition,New Drug Agency Chief To Revive Take-Back Program
8913,11-Jul-15,All Things Considered,Pot Politics: The Marijuana Business Comes To Washington
8914,11-Jul-15,Weekend Edition Saturday,"In Florida, A Former Fast-Food Worker Lands In Medicaid Gap"
8915,12-Jul-15,Weekend Edition Saturday,5 Things You Should Know About Scott Walker
8916,12-Jul-15,Weekend Edition Saturday,Power of the Pocketbook: Women Gaining Influence As Campaign Donors 
8917,12-Jul-15,Weekend Edition Saturday,"White House Hosts Tribal Youth, The 'Heart Of The American Story'"
8918,13-Jul-15,Morning Edition,N.C. Trial Outcome Could Sway National Voting Rights Measures
8919,13-Jul-15,Morning Edition,Even Retired Comedians Can't Resist A Few Good Trump Jokes
8920,13-Jul-15,Morning Edition,Scott Walker Sidles Into A Crowded GOP Presidential Field
8921,13-Jul-15,Morning Edition,Scott Walker Is Betting It All On Iowa 
8922,13-Jul-15,Morning Edition,New Drug Agency Chief To Revive Take-Back Program
8923,11-Jul-15,All Things Considered,Pot Politics: The Marijuana Business Comes To Washington
8924,11-Jul-15,Weekend Edition Saturday,"In Florida, A Former Fast-Food Worker Lands In Medicaid Gap"
8925,12-Jul-15,Weekend Edition Saturday,5 Things You Should Know About Scott Walker
8926,12-Jul-15,Weekend Edition Saturday,Power of the Pocketbook: Women Gaining Influence As Campaign Donors 
8927,12-Jul-15,Weekend Edition Saturday,"White House Hosts Tribal Youth, The 'Heart Of The American Story'"
8928,13-Jul-15,Morning Edition,N.C. Trial Outcome Could Sway National Voting Rights Measures
8929,13-Jul-15,Morning Edition,Even Retired Comedians Can't Resist A Few Good Trump Jokes
8930,13-Jul-15,Morning Edition,Scott Walker Sidles Into A Crowded GOP Presidential Field
8931,13-Jul-15,Morning Edition,Scott Walker Is Betting It All On Iowa 
8932,13-Jul-15,Morning Edition,New Drug Agency Chief To Revive Take-Back Program
8933,13-Jul-15,All Things Considered,Shrinking Paychecks: Hillary Clinton Takes On 2016's Toughest Economic Question
8934,11-Jul-15,All Things Considered,Pot Politics: The Marijuana Business Comes To Washington
8935,11-Jul-15,Weekend Edition Saturday,"In Florida, A Former Fast-Food Worker Lands In Medicaid Gap"
8936,12-Jul-15,Weekend Edition Saturday,5 Things You Should Know About Scott Walker
8937,12-Jul-15,Weekend Edition Saturday,Power of the Pocketbook: Women Gaining Influence As Campaign Donors 
8938,12-Jul-15,Weekend Edition Saturday,"White House Hosts Tribal Youth, The 'Heart Of The American Story'"
8939,13-Jul-15,Morning Edition,N.C. Trial Outcome Could Sway National Voting Rights Measures
8940,13-Jul-15,Morning Edition,Even Retired Comedians Can't Resist A Few Good Trump Jokes
8941,13-Jul-15,Morning Edition,Scott Walker Sidles Into A Crowded GOP Presidential Field
8942,13-Jul-15,Morning Edition,Scott Walker Is Betting It All On Iowa 
8943,13-Jul-15,Morning Edition,New Drug Agency Chief To Revive Take-Back Program
8944,13-Jul-15,All Things Considered,Shrinking Paychecks: Hillary Clinton Takes On 2016's Toughest Economic Question
8945,13-Jul-15,All Things Considered,"Tired Of Greek Reruns? Understandable, But A New Season Is Beginning"
8946,11-Jul-15,All Things Considered,Pot Politics: The Marijuana Business Comes To Washington
8947,11-Jul-15,Weekend Edition Saturday,"In Florida, A Former Fast-Food Worker Lands In Medicaid Gap"
8948,12-Jul-15,Weekend Edition Saturday,5 Things You Should Know About Scott Walker
8949,12-Jul-15,Weekend Edition Saturday,Power of the Pocketbook: Women Gaining Influence As Campaign Donors 
8950,12-Jul-15,Weekend Edition Saturday,"White House Hosts Tribal Youth, The 'Heart Of The American Story'"
8951,13-Jul-15,Morning Edition,N.C. Trial Outcome Could Sway National Voting Rights Measures
8952,13-Jul-15,Morning Edition,Even Retired Comedians Can't Resist A Few Good Trump Jokes
8953,13-Jul-15,Morning Edition,Scott Walker Sidles Into A Crowded GOP Presidential Field
8954,13-Jul-15,Morning Edition,Scott Walker Is Betting It All On Iowa 
8955,13-Jul-15,Morning Edition,New Drug Agency Chief To Revive Take-Back Program
8956,13-Jul-15,All Things Considered,Shrinking Paychecks: Hillary Clinton Takes On 2016's Toughest Economic Question
8957,13-Jul-15,All Things Considered,"Tired Of Greek Reruns? Understandable, But A New Season Is Beginning"
8958,13-Jul-15,All Things Considered,"Vowing To Turn Things Around, Scott Walker Launches Presidential Bid"
8959,11-Jul-15,All Things Considered,Pot Politics: The Marijuana Business Comes To Washington
8960,11-Jul-15,Weekend Edition Saturday,"In Florida, A Former Fast-Food Worker Lands In Medicaid Gap"
8961,12-Jul-15,Weekend Edition Saturday,5 Things You Should Know About Scott Walker
8962,12-Jul-15,Weekend Edition Saturday,Power of the Pocketbook: Women Gaining Influence As Campaign Donors 
8963,12-Jul-15,Weekend Edition Saturday,"White House Hosts Tribal Youth, The 'Heart Of The American Story'"
8964,13-Jul-15,Morning Edition,N.C. Trial Outcome Could Sway National Voting Rights Measures
8965,13-Jul-15,Morning Edition,Even Retired Comedians Can't Resist A Few Good Trump Jokes
8966,13-Jul-15,Morning Edition,Scott Walker Sidles Into A Crowded GOP Presidential Field
8967,13-Jul-15,Morning Edition,Scott Walker Is Betting It All On Iowa 
8968,13-Jul-15,Morning Edition,New Drug Agency Chief To Revive Take-Back Program
8969,13-Jul-15,All Things Considered,Shrinking Paychecks: Hillary Clinton Takes On 2016's Toughest Economic Question
8970,13-Jul-15,All Things Considered,"Tired Of Greek Reruns? Understandable, But A New Season Is Beginning"
8971,13-Jul-15,All Things Considered,"Vowing To Turn Things Around, Scott Walker Launches Presidential Bid"
8972,11-Jul-15,Weekend Edition Saturday,"In Florida, A Former Fast-Food Worker Lands In Medicaid Gap"
8973,12-Jul-15,Weekend Edition Saturday,5 Things You Should Know About Scott Walker
8974,12-Jul-15,Weekend Edition Saturday,Power of the Pocketbook: Women Gaining Influence As Campaign Donors 
8975,12-Jul-15,Weekend Edition Saturday,"White House Hosts Tribal Youth, The 'Heart Of The American Story'"
8976,13-Jul-15,Morning Edition,N.C. Trial Outcome Could Sway National Voting Rights Measures
8977,13-Jul-15,Morning Edition,Even Retired Comedians Can't Resist A Few Good Trump Jokes
8978,13-Jul-15,Morning Edition,Scott Walker Sidles Into A Crowded GOP Presidential Field
8979,13-Jul-15,Morning Edition,Scott Walker Is Betting It All On Iowa 
8980,13-Jul-15,Morning Edition,New Drug Agency Chief To Revive Take-Back Program
8981,13-Jul-15,All Things Considered,Shrinking Paychecks: Hillary Clinton Takes On 2016's Toughest Economic Question
8982,13-Jul-15,All Things Considered,"Tired Of Greek Reruns? Understandable, But A New Season Is Beginning"
8983,13-Jul-15,All Things Considered,"Vowing To Turn Things Around, Scott Walker Launches Presidential Bid"
8984,12-Jul-15,Morning Edition,5 Things You Should Know About Scott Walker
8985,12-Jul-15,Morning Edition,Power of the Pocketbook: Women Gaining Influence As Campaign Donors 
8986,12-Jul-15,Morning Edition,"White House Hosts Tribal Youth, The 'Heart Of The American Story'"
8987,13-Jul-15,Morning Edition,N.C. Trial Outcome Could Sway National Voting Rights Measures
8988,13-Jul-15,Morning Edition,Even Retired Comedians Can't Resist A Few Good Trump Jokes
8989,13-Jul-15,Morning Edition,Scott Walker Sidles Into A Crowded GOP Presidential Field
8990,13-Jul-15,Morning Edition,Scott Walker Is Betting It All On Iowa 
8991,13-Jul-15,Morning Edition,New Drug Agency Chief To Revive Take-Back Program
8992,13-Jul-15,All Things Considered,Shrinking Paychecks: Hillary Clinton Takes On 2016's Toughest Economic Question
8993,13-Jul-15,All Things Considered,"Tired Of Greek Reruns? Understandable, But A New Season Is Beginning"
8994,13-Jul-15,All Things Considered,"Vowing To Turn Things Around, Scott Walker Launches Presidential Bid"
8995,12-Jul-15,Morning Edition,Power of the Pocketbook: Women Gaining Influence As Campaign Donors 
8996,12-Jul-15,Morning Edition,"White House Hosts Tribal Youth, The 'Heart Of The American Story'"
8997,13-Jul-15,Morning Edition,N.C. Trial Outcome Could Sway National Voting Rights Measures
8998,13-Jul-15,Morning Edition,Even Retired Comedians Can't Resist A Few Good Trump Jokes
8999,13-Jul-15,Morning Edition,Scott Walker Sidles Into A Crowded GOP Presidential Field
9000,13-Jul-15,Morning Edition,Scott Walker Is Betting It All On Iowa 
9001,13-Jul-15,Morning Edition,New Drug Agency Chief To Revive Take-Back Program
9002,13-Jul-15,All Things Considered,Shrinking Paychecks: Hillary Clinton Takes On 2016's Toughest Economic Question
9003,13-Jul-15,All Things Considered,"Tired Of Greek Reruns? Understandable, But A New Season Is Beginning"
9004,13-Jul-15,All Things Considered,"Vowing To Turn Things Around, Scott Walker Launches Presidential Bid"
9005,14-Jul-15,Morning Edition,The Latest On Iran Deal: Obama Says Deal Provides New Way Forward
9006,12-Jul-15,Morning Edition,"White House Hosts Tribal Youth, The 'Heart Of The American Story'"
9007,13-Jul-15,Morning Edition,N.C. Trial Outcome Could Sway National Voting Rights Measures
9008,13-Jul-15,Morning Edition,Even Retired Comedians Can't Resist A Few Good Trump Jokes
9009,13-Jul-15,Morning Edition,Scott Walker Sidles Into A Crowded GOP Presidential Field
9010,13-Jul-15,Morning Edition,Scott Walker Is Betting It All On Iowa 
9011,13-Jul-15,Morning Edition,New Drug Agency Chief To Revive Take-Back Program
9012,13-Jul-15,All Things Considered,Shrinking Paychecks: Hillary Clinton Takes On 2016's Toughest Economic Question
9013,13-Jul-15,All Things Considered,"Tired Of Greek Reruns? Understandable, But A New Season Is Beginning"
9014,13-Jul-15,All Things Considered,"Vowing To Turn Things Around, Scott Walker Launches Presidential Bid"
9015,14-Jul-15,Morning Edition,The Latest On Iran Deal: Obama Says Deal Provides New Way Forward
9016,13-Jul-15,Morning Edition,N.C. Trial Outcome Could Sway National Voting Rights Measures
9017,13-Jul-15,Morning Edition,Even Retired Comedians Can't Resist A Few Good Trump Jokes
9018,13-Jul-15,Morning Edition,Scott Walker Sidles Into A Crowded GOP Presidential Field
9019,13-Jul-15,Morning Edition,Scott Walker Is Betting It All On Iowa 
9020,13-Jul-15,Morning Edition,New Drug Agency Chief To Revive Take-Back Program
9021,13-Jul-15,All Things Considered,Shrinking Paychecks: Hillary Clinton Takes On 2016's Toughest Economic Question
9022,13-Jul-15,All Things Considered,"Tired Of Greek Reruns? Understandable, But A New Season Is Beginning"
9023,13-Jul-15,All Things Considered,"Vowing To Turn Things Around, Scott Walker Launches Presidential Bid"
9024,14-Jul-15,Morning Edition,The Latest On Iran Deal: Obama Says Deal Provides New Way Forward
9025,14-Jul-15,Morning Edition,"Far Worse Than I Ever Dreamed': Candidates React To Iran Deal"""
9026,13-Jul-15,Morning Edition,N.C. Trial Outcome Could Sway National Voting Rights Measures
9027,13-Jul-15,Morning Edition,Even Retired Comedians Can't Resist A Few Good Trump Jokes
9028,13-Jul-15,Morning Edition,Scott Walker Sidles Into A Crowded GOP Presidential Field
9029,13-Jul-15,Morning Edition,Scott Walker Is Betting It All On Iowa 
9030,13-Jul-15,Morning Edition,New Drug Agency Chief To Revive Take-Back Program
9031,13-Jul-15,All Things Considered,Shrinking Paychecks: Hillary Clinton Takes On 2016's Toughest Economic Question
9032,13-Jul-15,All Things Considered,"Tired Of Greek Reruns? Understandable, But A New Season Is Beginning"
9033,13-Jul-15,All Things Considered,"Vowing To Turn Things Around, Scott Walker Launches Presidential Bid"
9034,14-Jul-15,Morning Edition,The Latest On Iran Deal: Obama Says Deal Provides New Way Forward
9035,14-Jul-15,Morning Edition,"Far Worse Than I Ever Dreamed': Candidates React To Iran Deal"""
9036,13-Jul-15,Morning Edition,Even Retired Comedians Can't Resist A Few Good Trump Jokes
9037,13-Jul-15,Morning Edition,Scott Walker Sidles Into A Crowded GOP Presidential Field
9038,13-Jul-15,Morning Edition,Scott Walker Is Betting It All On Iowa 
9039,13-Jul-15,Morning Edition,New Drug Agency Chief To Revive Take-Back Program
9040,13-Jul-15,All Things Considered,Shrinking Paychecks: Hillary Clinton Takes On 2016's Toughest Economic Question
9041,13-Jul-15,All Things Considered,"Tired Of Greek Reruns? Understandable, But A New Season Is Beginning"
9042,13-Jul-15,All Things Considered,"Vowing To Turn Things Around, Scott Walker Launches Presidential Bid"
9043,14-Jul-15,Morning Edition,The Latest On Iran Deal: Obama Says Deal Provides New Way Forward
9044,14-Jul-15,Morning Edition,"Far Worse Than I Ever Dreamed': Candidates React To Iran Deal"""
9045,14-Jul-15,All Things Considered,Many Iranians Celebrate Nuclear Deal As Opening To The West
9046,13-Jul-15,Morning Edition,Even Retired Comedians Can't Resist A Few Good Trump Jokes
9047,13-Jul-15,Morning Edition,Scott Walker Sidles Into A Crowded GOP Presidential Field
9048,13-Jul-15,Morning Edition,Scott Walker Is Betting It All On Iowa 
9049,13-Jul-15,Morning Edition,New Drug Agency Chief To Revive Take-Back Program
9050,13-Jul-15,All Things Considered,Shrinking Paychecks: Hillary Clinton Takes On 2016's Toughest Economic Question
9051,13-Jul-15,All Things Considered,"Tired Of Greek Reruns? Understandable, But A New Season Is Beginning"
9052,13-Jul-15,All Things Considered,"Vowing To Turn Things Around, Scott Walker Launches Presidential Bid"
9053,14-Jul-15,Morning Edition,The Latest On Iran Deal: Obama Says Deal Provides New Way Forward
9054,14-Jul-15,Morning Edition,"Far Worse Than I Ever Dreamed': Candidates React To Iran Deal"""
9055,14-Jul-15,All Things Considered,Many Iranians Celebrate Nuclear Deal As Opening To The West
9056,13-Jul-15,All Things Considered,Scott Walker Sidles Into A Crowded GOP Presidential Field
9057,13-Jul-15,All Things Considered,Scott Walker Is Betting It All On Iowa 
9058,13-Jul-15,All Things Considered,New Drug Agency Chief To Revive Take-Back Program
9059,13-Jul-15,All Things Considered,Shrinking Paychecks: Hillary Clinton Takes On 2016's Toughest Economic Question
9060,13-Jul-15,All Things Considered,"Tired Of Greek Reruns? Understandable, But A New Season Is Beginning"
9061,13-Jul-15,All Things Considered,"Vowing To Turn Things Around, Scott Walker Launches Presidential Bid"
9062,14-Jul-15,Morning Edition,The Latest On Iran Deal: Obama Says Deal Provides New Way Forward
9063,14-Jul-15,Morning Edition,"Far Worse Than I Ever Dreamed': Candidates React To Iran Deal"""
9064,14-Jul-15,All Things Considered,Many Iranians Celebrate Nuclear Deal As Opening To The West
9065,13-Jul-15,All Things Considered,Scott Walker Is Betting It All On Iowa 
9066,13-Jul-15,All Things Considered,New Drug Agency Chief To Revive Take-Back Program
9067,13-Jul-15,All Things Considered,Shrinking Paychecks: Hillary Clinton Takes On 2016's Toughest Economic Question
9068,13-Jul-15,All Things Considered,"Tired Of Greek Reruns? Understandable, But A New Season Is Beginning"
9069,13-Jul-15,All Things Considered,"Vowing To Turn Things Around, Scott Walker Launches Presidential Bid"
9070,14-Jul-15,Morning Edition,The Latest On Iran Deal: Obama Says Deal Provides New Way Forward
9071,14-Jul-15,Morning Edition,"Far Worse Than I Ever Dreamed': Candidates React To Iran Deal"""
9072,14-Jul-15,All Things Considered,Many Iranians Celebrate Nuclear Deal As Opening To The West
9073,13-Jul-15,All Things Considered,New Drug Agency Chief To Revive Take-Back Program
9074,13-Jul-15,All Things Considered,Shrinking Paychecks: Hillary Clinton Takes On 2016's Toughest Economic Question
9075,13-Jul-15,All Things Considered,"Tired Of Greek Reruns? Understandable, But A New Season Is Beginning"
9076,13-Jul-15,All Things Considered,"Vowing To Turn Things Around, Scott Walker Launches Presidential Bid"
9077,14-Jul-15,Morning Edition,The Latest On Iran Deal: Obama Says Deal Provides New Way Forward
9078,14-Jul-15,Morning Edition,"Far Worse Than I Ever Dreamed': Candidates React To Iran Deal"""
